"unitid","cityid","avgbaserate","dogs","maxoccupancyadults","fullbaths","terminated","bedrooms","beachaccess","hottub"
5299,528,142,1,,2,0,2,,1
5300,528,178,1,,2,0,2,,1
5301,528,239,1,,2,0,3,,-1
5302,528,245,,,2,0,5,,1
5303,528,256,1,,3,0,3,,1
5304,528,224,,,3,0,3,,1
5306,528,185,1,,2,0,2,,1
5310,528,175,,,2,0,3,,1
5311,528,301,,,2,0,3,,1
5312,528,152,,,2,0,2,,1
5313,528,218,,,3,0,4,,1
5315,528,226,1,,2,0,4,,1
5316,528,205,1,,2,0,3,"Trails access water front and cliffs, about 5-10 minute walk from home",1
5317,528,198,1,,2,0,3,,1
5318,528,152,1,,2,0,3,,-1
5319,528,183,1,,2,0,2,,1
5323,528,275,,,3,0,4,,1
5324,528,237,1,,2,0,3,There is not beach/water access from this home although it is right on the water.,1
5326,528,158,1,,2,0,3,,-1
5327,528,274,1,,2,0,3,,1
5328,528,236,,,2,0,3,,1
5329,528,271,,,3,0,3,,1
5331,528,212,,,2,0,3,,1
5338,528,248,,,2,0,2,,1
5413,44,211,,,2,1,3,,-1
5447,84,367,,0,2,0,3,Home is on the water.,1
5465,164,239,,,2,0,5,"Pine Knot Marina is 1.3 miles  (approx. 4 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 2.7 miles (approx 8 minute drive) from the house & Snow Summit Ski Resort is 1.2  miles (approx 6 minute drive) from the house.",-1
5466,164,211,,8,2,0,3,"Pine Knot Marina is 2.8 miles  (approx. 8 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 2.1 miles (approx 6 minute drive) from the house & Snow Summit Ski Resort is 1.9 miles (approx 8 minute drive) from the house. 
",1
5568,32,253,,,3,0,3,,2
5569,45,190,,,1,0,1,,1
5574,32,118,,0,1,0,0,"",2
5824,32,182,,0,1,0,2,,2
5914,370,135,,,1,0,1,,-1
5971,41,206,,,2,0,3,,2
5974,505,193,,0,2,0,3,,2
6005,164,139,1,,1,0,2,"Pine Knot Marina is 1.6 miles  (approx. 7 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 4.9 miles (approx 12 minute drive) from the house & Snow Summit Ski Resort is 3.2 miles (approx 9 minute drive) from the house. 
",-1
6034,32,217,,,2,0,3,,2
6046,545,334,,,3,0,4,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Please note, parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi. Please call Pine Mountain Lake with any questions: (209) 962-8615.",-1
6049,545,538,1,,4,0,4,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi, and please call Pine Mountain Lake with any questions:(209) 962-8615.",-1
6051,545,168,,,2,0,3,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi, and please call Pine Mountain Lake with any questions:(209) 962-8615.  Parking at other beaches is permitted as long as you display your vehicle pass.  Yoru vehicle pass is also used to access the community pool, located on Mueller Drive.  Turn left out of the driveway, Turn left again on Mueller, travel through the open section of the gate (you won't be able to return this way) the pool will be on your right.  To return to the home, turn left when leaving the pool, left again on Tannahill, left again on Pleasant View, past the stop sign on Dunn Court, home is on the left.  
",-1
6053,545,196,,,3,0,3,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi, and please call Pine Mountain Lake with any questions:(209) 962-8615.",-1
6055,545,131,,,1,0,2,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi, and please call Pine Mountain Lake with any questions:(209) 962-8615.
",-1
6057,545,163,,,2,0,2,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi, and please call Pine Mountain Lake with any questions:(209) 962-8615.
",-1
6063,545,254,1,,3,0,4,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi, and please call Pine Mountain Lake with any questions:(209) 962-8615.
",-1
6067,545,160,,,2,0,2,"There are three beaches: The Marina, Lake Lodge and Dunn Court. You can swim inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.
Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners. The beach can be accessed via water taxi, and please call Pine Mountain Lake with any questions:(209) 962-8615.
",-1
6132,48,107,,,1,0,1,"Kings Beach State Recreation area is at the end of 267 in Kings Beach.  There is paid parking, playground, watersports rentals, rest rooms, sand volleyball.",2
6135,528,241,1,,2,0,3,,1
6143,164,137,,,1,0,2,"Pine Knot Marina is 1.8 miles  (approx. 5 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 5.2 mile (approx 12 minute drive) from the house & Snow Summit Ski Resort is 3.5 miles (approx 9 minute drive) from the house",1
6157,84,374,,,4,0,4,There are several beaches within 1.3 miles of the home.,1
6166,206,196,,,2,0,3,"The Sierra Nevada Mountain Range offers some of the most spectacular scenery in the world and Mammoth Lakes is right in the heart of it all. There are many lake, streams, waterfalls and hot springs a short drive away.",2
6247,32,219,,,2,0,4,"Donner Lake is a 5 minute walk. There are 35 public piers available for fishing, boating and sunbathing. West End Beach: 10-acre beach facility. Certified lifeguards. Group picnic reservations and Pavilion on the Point are made with the Truckee-Donner Recreation and Park. Shoreline Park: ADA accessible fishing dock, small craft launching, picnicking, restrooms. Located midway on the north shore.
Donner Lake Public Boat Ramp: Northwest corner of lake. Donner Memorial State Park: 530-582-1999",-1
6297,32,164,,,2,0,3,,2
6348,206,121,,,3,0,2,,2
6350,32,239,,,2,0,2,"",2
6351,41,218,,,2,0,2,,2
6364,206,103,,,1,0,1,"The Sierra Nevada Mountain Range offers some of the most spectacular scenery in the world and Mammoth Lakes is right in the heart of it all.   There are many lakes, streams, waterfalls and hot springs a short drive or hike away.",2
6389,131,160,,0,1,0,3,,-1
6415,32,313,,,3,0,5,,2
6419,590,159,,,2,0,3,,-1
6455,165,257,,,1,0,1,,-1
6465,48,200,,0,2,0,3,Walk across the street to Agatam Beach!,-1
6466,32,232,,,1,0,2,,2
6583,84,189,,0,1,0,2,Drive one mile down Ski Run Blvd to the Ski Run Beach.,2
6638,464,152,1,0,2,0,2,,-1
6661,32,295,,,3,0,5,,2
6662,130,484,,,2,1,3,There is beach and water access just steps from the home.,1
6686,84,306,,,2,0,3,,2
6706,32,210,1,,1,0,2,,2
6724,486,588,,,2,0,4,,1
6937,43,195,1,,2,0,3,There are 2 beaches nearby at Lake Forest.  One is at the end of Bristlecone on the right side and is dog friendly. The other is Skylandia Beach off of the east end of Lake Forest Road.,2
6957,43,222,,,3,0,4,,1
6977,84,270,,0,2,1,3,"The TKPOA Pavilion has a beach for residents and guests, as well as a pool, tennis courts, and playground.",2
7069,127,151,,0,2,0,2,,2
7077,165,380,,6,2,0,3,"Beach access by stairwell less than a mile away. ""stone steps""",-1
7235,528,258,1,,2,0,3,,1
7348,46,164,,,2,0,3,,-1
7361,164,131,,,2,0,2,,-1
7363,164,160,,,1,1,1,,1
7368,164,117,,,1,0,2,,-1
7391,164,128,,,1,0,2,,-1
7510,32,254,1,,3,0,4,,1
7512,528,391,,,2,0,4,You will have direct walking access to Shell beach. Walk through the backyard onto the bluff Trail and down to the beach.,1
7586,164,108,,,2,0,2,,-1
7610,206,184,,,3,0,3,,2
7621,130,309,,8,4,0,5,,-1
7623,32,363,1,,2,0,3,The house includes a private dock on Donner Lake.,-1
7632,32,232,1,,2,0,3,Donner Lake West End Beach State Park is less than a five minute walk away.,-1
7633,204,221,,8,2,0,3,,1
7651,32,176,,,2,0,3,,2
7654,84,178,1,,1,0,3,,-1
7780,528,210,1,,2,0,3,"Trails access water front and cliffs, about 5-10 minute walk from home",1
7854,164,231,,,2,0,4,,1
7855,44,188,,,2,0,3,Extremely short walk or drive to the shores of beautiful Lake Tahoe.,-1
7963,528,208,,,2,0,3,,1
7964,673,258,,6,2,1,3,,1
8005,164,133,,4,1,0,1,,-1
8011,368,539,,10,2,0,4,,-1
8057,84,233,,,1,0,1,,2
8079,84,181,,,2,0,3,,-1
8197,41,232,,,1,0,1,,2
8434,84,179,1,,1,0,2,,-1
8444,164,128,,,1,0,1,"Pine Knot Marina is 2.8 miles  (approx. 8 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 2.1 miles (approx 6 minute drive) from the house & Snow Summit Ski Resort is 1.9 miles (approx 8 minute drive) from the house.",-1
8473,206,251,,,2,0,3,,2
8474,206,191,,,2,0,2,,2
8475,206,189,,,2,0,2,,2
8476,206,282,,,2,0,2,,1
8482,206,428,,,3,0,3,,-1
8485,206,259,,,2,0,3,,2
8487,206,240,,,3,0,2,,2
8488,206,244,,,3,0,4,,2
8490,206,185,,,2,0,2,,2
8491,206,149,,4,1,1,1,,2
8493,206,139,1,,1,0,1,,2
8494,206,190,,,2,0,2,,2
8495,206,258,,,2,0,2,,2
8496,206,276,,,2,0,2,,2
8498,206,350,,,2,0,3,,2
8503,206,117,,,1,0,1,,2
8505,206,117,,,2,0,0,,2
8508,206,117,,,1,0,1,,2
8510,206,494,1,,4,0,4,,1
8512,206,145,,,1,0,1,,2
8513,206,272,,,3,1,3,,2
8514,206,162,,,2,0,2,,2
8515,206,163,,,2,0,2,"The Sierra Nevada Mountain Range offers some of the most spectacular scenery in the world and Mammoth Lakes is right in the heart of it all.   There are many lakes, streams, waterfalls and hot springs a short drive or hike away.",2
8519,206,250,,,2,0,2,,2
8520,206,264,1,,2,0,3,,2
8521,206,260,,,2,0,2,,2
8522,206,167,1,,2,0,2,,2
8524,206,163,1,,2,0,2,,2
8528,206,261,,,3,0,2,,2
8532,206,269,,,3,0,2,,2
8534,206,183,,,2,0,2,,2
8535,206,193,,,2,0,2,,2
8540,206,178,,6,2,0,2,,2
8542,206,171,1,,2,0,2,,2
8546,206,203,,,3,0,2,,2
8552,206,239,,,2,0,2,,2
8558,206,219,,,3,0,3,,-1
8559,206,101,,,1,0,0,,2
8561,206,224,,,2,0,2,,2
8562,206,130,,,1,0,1,,2
8564,206,130,,,1,0,1,,2
8565,206,130,,,1,0,1,,2
8567,206,172,1,,2,0,2,,2
8569,206,254,,,2,0,3,,2
8570,206,214,,,2,0,1,,2
8571,206,177,,,2,0,3,,2
8572,206,186,,,2,0,2,,2
8578,231,300,,9,4,0,4,,2
8588,324,308,1,,2,0,4,,1
8589,528,240,,7,2,0,3,,1
8597,206,486,,,3,0,4,,1
8599,206,112,,,1,0,1,,2
8630,32,144,,,2,0,2,,2
8634,32,231,1,,2,0,3,,2
8662,195,605,,6,3,1,3,YES! Private access to the beach along the left side of the home. Use the second key from the lockbox.,-1
8686,32,202,,,2,0,3,Take your Tahoe Donner Guest passes and head to the private beach at Donner Lake (fee applies).  Or just head to Donner State Park!,2
8697,528,163,,4,2,0,2,,1
8698,231,0,1,6,5,1,5,,-1
8781,505,153,,4,2,0,2,,2
8822,204,222,,,2,1,3,,-1
8872,505,179,,,2,1,2,,2
8873,528,216,,6,2,0,3,,1
8940,206,184,,,2,0,2,,2
8977,84,162,,6,2,0,3,,-1
9060,96,314,,6,2,0,3,This property is a one-block walk to Aptos' public beach. Please do not attempt to walk up or down the hillside. Use the sidewalk on Rio Del Mar Blvd.,-1
9114,528,208,1,,3,0,3,,-1
9120,32,215,1,,3,0,4,,2
9164,189,337,,,2,0,4,"The beach is 600 feet from the property.  Turn left (from driveway), make left on 49th street, continue on 49th street and water is ahead 2 blocks (cross-streets are Neptune and Seashore).
There are beach towels in the upstairs closet, and various beach activity items are located in the back patio. Please clean off sand from items before returning.",-1
9192,528,186,1,,2,0,2,,1
9213,528,211,,,2,0,2,,1
9214,528,216,1,,2,0,3,You will have access to all of the private Sea Ranch beaches with your parking passes.,1
9235,165,267,,4,2,0,2,,-1
9236,84,165,,,1,0,2,,2
9242,206,141,,,2,1,1,,2
9243,528,300,1,,3,0,4,,1
9271,528,227,,4,2,0,2,,-1
9318,46,142,,,2,0,3,,-1
9350,46,127,,4,1,1,1,,-1
9352,46,149,,,2,1,3,,-1
9382,237,169,,2,1,0,0,"",-1
9403,118,308,,8,2,0,3,,-1
9439,46,212,,,2,0,3,,1
9451,351,143,,,2,0,3,,-1
9553,194,98,,,1,0,1,,-1
9574,164,103,1,,1,0,1,,-1
9619,234,164,,,2,0,3,,-1
9654,206,176,,6,2,0,2,,2
9700,46,140,,6,2,0,1,,-1
9714,32,176,1,,2,0,2,,2
9716,528,177,1,,3,0,3,,1
9717,528,177,,,2,0,2,,-1
9739,164,120,,,1,0,2,"Pine Knot Marina is 3.1 miles  (approx. 8 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 0.08 mile (approx 2 minute drive) from the house & Snow Summit Ski Resort is 1.5 miles (approx 5 minute drive) from the house.",1
9780,528,193,1,,2,0,3,,-1
9853,84,161,,,2,0,2,,2
9950,528,170,1,,2,0,2,,-1
9958,370,508,,,2,1,4,,-1
9959,370,291,,,2,0,4,,-1
9960,370,320,,,2,0,4,,-1
9961,370,223,,,2,0,4,,-1
9962,370,440,1,,3,0,3,,-1
9964,370,390,,,2,0,3,,-1
9966,370,305,,,2,0,3,,-1
9967,370,339,,,2,0,3,,-1
9968,370,340,,,2,0,3,,-1
9969,370,383,,,2,0,3,,-1
9974,370,224,,,3,1,3,,-1
9975,370,189,,,2,1,3,,-1
9977,370,202,,6,2,0,3,,-1
9978,370,371,1,,3,1,4,,-1
9979,370,229,1,,2,1,3,Beach access is at the end of 5th St on Pacific and 2 houses down. Easy walk.,-1
9980,370,162,1,2,1,1,1,,-1
9982,370,169,,,2,0,3,Access to Cayucos State Beach is less than 200 yards from the door.,-1
9983,370,165,1,8,2,1,3,,-1
9986,370,303,,,2,1,2,,-1
9989,370,133,,,1,0,2,,-1
9991,370,163,1,,1,0,2,,-1
10004,164,161,1,,1,0,1,,-1
10005,164,99,1,,1,0,1,,-1
10047,48,194,,,3,0,3,,-1
10074,368,299,1,10,2,0,3,Directly across the street from the house.,-1
10100,528,198,1,,1,0,2,This home is within walking distance (about five minutes) of Black Point Beach. Trail maps can be purchased at the Sea Ranch Association.,1
10102,164,185,,,2,1,2,,1
10106,204,206,,,3,0,3,,2
10156,84,141,,,2,0,2,,-1
10205,32,227,,,3,0,4,,1
10207,528,173,1,,2,0,2,,1
10220,43,259,,,2,0,4,,2
10236,164,163,,,2,1,3,,1
10249,32,344,,,3,0,4,,1
10312,32,401,,,3,1,6,,2
10337,206,196,,,2,1,3,,2
10343,164,232,,,2,0,5,"Pine Knot Marina is 2.5 miles  (approx. 7 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 1.2 mile (approx 4 minute drive) from the house & Snow Summit Ski Resort is 1.5 miles (approx 5 minute drive) from the house.",-1
10621,464,131,,,1,0,2,,-1
10910,32,190,1,,2,0,3,,2
10912,566,532,,,3,1,3,Right across the street,-1
10922,32,253,,,2,0,3,,2
10938,46,119,,,1,0,0,,2
10959,464,126,,5,2,0,3,,-1
11002,164,134,,,1,0,3,"Pine Knot Marina is 2.5 miles  (approx. 7 minute drive) from house. Pine Knot Marina offers The Miss Liberty Paddle Wheel Boat tour of the lake and Rentals: Pontoon Boats, Kayaks, Fishing Boats, Fishing rods, bait shop, Stand-up Paddle Boards and Jet skis.
Bear Mountain Resort is 1.2 mile (approx 4 minute drive) from the house & Snow Summit Ski Resort is 1.5 miles (approx 5 minute drive) from the house.",-1
11006,32,168,,,1,0,0,,2
11038,528,203,,,2,0,3,,1
11181,164,129,,6,1,0,2,,-1
11193,528,155,1,,2,0,2,,-1
11218,164,144,,,1,0,2,,1
11226,464,125,1,,1,0,2,,-1
11705,32,213,,,2,0,3,,2
11706,32,495,,,4,0,7,,2
11718,164,256,,10,4,1,4,,1
11751,45,173,,,2,0,2,,-1
11785,84,167,,,1,0,3,,-1
11820,32,448,,0,5,0,6,,1
11822,324,161,,,1,0,2,,1
11827,128,211,,10,5,0,5,,-1
11834,46,455,,,3,0,3,,2
11900,84,244,,,2,0,3,,1
11945,528,374,,,3,0,4,Yes. There is a private beach called Smugglers Cove. There is a set of stairs that lead down from the Bluff Trail to the beach. Do not leave children unattended as there are rogue waves and high surf.,-1
11950,195,931,,,3,1,5,"5 min walk to beach",-1
11973,46,256,,,2,0,3,,-1
11979,32,218,,,2,0,3,,2
12004,32,230,,,3,0,5,,2
12014,84,200,1,4,1,0,2,,1
12020,32,237,,,2,0,3,,2
12025,48,214,1,,2,0,3,,1
12036,206,181,,,3,0,2,,-1
12047,130,207,,,1,0,0,,-1
12061,32,186,,,1,0,2,"Seasonal free shuttle connects complex with the Village at Northstar (ski base area, shopping, dining, movie theater) and also with golf, other communities in Northstar, and public transportation.",2
12069,84,246,1,,3,0,3,,1
12144,204,223,1,,2,0,4,,1
12187,164,266,,,2,1,3,,1
12216,464,131,1,4,1,0,2,,-1
12296,90,123,,5,2,0,2,,-1
12307,2983,319,,,3,0,4,,-1
12308,2983,595,,,5,0,6,,-1
12310,2983,283,,,3,0,4,,-1
12324,2983,156,1,,1,0,2,,-1
12325,2983,467,,,3,0,4,,-1
12326,2983,188,,,2,0,3,,-1
12327,2985,188,,,3,0,3,,-1
12328,2985,188,,,3,0,3,,-1
12329,2985,219,1,,3,0,3,,-1
12330,2985,172,,,2,0,2,,-1
12331,2983,152,1,,2,0,3,,-1
12332,2983,155,1,,2,1,3,,-1
12333,2983,262,,,2,0,3,,-1
12337,2983,224,,,2,0,3,,-1
12348,2983,305,1,,3,0,4,,-1
12349,2983,223,1,,2,0,3,,-1
12350,2983,375,,,3,0,5,,-1
12352,2985,408,,,2,0,3,,-1
12353,2983,152,,,1,0,1,,-1
12354,2983,127,,,2,1,2,,2
12355,2983,160,1,,2,1,2,,2
12357,2983,214,,,2,0,4,,-1
12361,2983,152,,,2,0,4,,-1
12364,2983,534,,,2,0,4,,-1
12370,2983,562,,,3,0,4,,-1
12372,2983,127,1,,2,0,2,,2
12374,2983,109,,,1,0,1,,2
12376,2983,609,,,4,0,6,,-1
12377,2983,111,,,1,0,1,,-1
12378,2983,203,,,2,0,3,,-1
12381,2983,166,,,2,0,2,,-1
12383,2983,184,,,2,0,3,,-1
12404,206,178,,6,2,0,2,,2
12414,164,190,,,2,1,3,,1
12462,164,119,,,2,1,2,,-1
12497,32,178,,,2,0,3,,2
12552,206,214,1,,2,0,1,,2
12601,84,201,1,0,2,0,2,,1
12602,528,222,1,,3,0,3,,1
12603,206,178,,,2,0,2,,2
12616,2983,398,,,3,1,4,,-1
12619,223,117,,,2,1,3,,-1
12622,486,267,,,2,0,2,,-1
12634,164,115,,4,1,0,2,,-1
12635,164,154,,8,2,0,3,,-1
12648,164,253,1,,2,1,2,,1
12655,56,237,,,2,0,4,,-1
12692,204,206,1,,2,0,2,,2
12888,590,240,,10,2,0,4,,-1
12889,32,379,,,4,0,5,,-1
12913,1338,680,,,2,1,3,,-1
13004,1338,750,,,4,1,4,,-1
13156,1165,206,,,1,0,2,,-1
13157,1165,213,,,1,0,2,,-1
13158,1165,219,,,2,0,2,,-1
13163,1165,366,,,3,0,3,,2
13164,1165,261,,,2,0,2,,2
13165,1165,234,,,1,1,1,,2
13166,1165,270,,,2,1,2,,2
13168,1165,417,,,2,0,3,,1
13169,1165,315,,,2,0,2,,-1
13172,1165,207,,,2,1,2,,-1
13173,1165,207,,,2,1,2,,-1
13174,1165,222,1,,1,0,2,,-1
13177,164,247,,,1,1,2,,-1
13224,164,117,,,1,0,2,,-1
13269,46,617,,,4,0,4,,1
13278,528,166,,,2,0,2,You will have access to the beaches and trails in the Sea Ranch with your parking pass.,1
13283,43,256,,,2,0,3,"From this home, you not only see Lake Tahoe and the east shore mountains, but you can walk to the Tahoe City Golf Course, downtown Tahoe City, and Lake Tahoe.",-1
13319,204,205,,,2,1,3,,-1
13328,164,137,,,1,0,3,,1
13329,164,117,1,,1,0,2,,1
13394,164,125,,6,2,0,3,,-1
13453,2983,497,,,3,0,4,,1
13458,32,159,1,,2,0,2,,-1
13473,32,176,,,1,0,1,,-1
13493,528,164,,,2,0,2,,1
13846,32,199,,0,1,0,1,,-1
13872,590,203,,,2,0,2,,1
13877,464,182,,,3,0,3,,-1
13885,566,186,,,1,1,2,,-1
13890,566,186,,,1,1,2,,-1
13891,566,186,,,1,1,2,Walk one block to beach down Oceanside Blvd to Lifeguard Station.,-1
13892,566,186,,,1,1,2,,-1
13907,464,133,,,1,0,1,,1
13943,46,141,,0,1,0,1,,-1
13970,32,227,,,3,0,3,,-1
14052,84,151,,,1,0,2,,-1
14054,324,225,1,,2,0,3,Closest beach access is at Gualala Regional Park.,1
14055,324,136,,,2,0,2,The closest beach access is at Gualala Regional Park.,-1
14067,2983,234,,6,2,0,3,,-1
14071,351,219,,,2,0,3,,-1
14084,43,262,,,3,0,3,"From this property, you can walk straight to Commons Beach, located in Tahoe City. It's about 600 yards to this beach.",1
14095,528,165,,,2,0,3,,-1
14132,528,161,1,,2,0,2,You will have access to all Sea Ranch beaches with your parking pass.,1
14154,130,216,,,2,0,3,"Beach access can be found about a half mile from this home, at the end of the street.",-1
14159,84,441,,,4,0,5,,-1
14257,2983,362,,,4,0,6,,-1
14292,164,169,1,,2,0,3,,1
14301,206,176,,8,3,0,2,,2
14328,464,167,1,,2,0,3,,1
14332,127,167,1,,2,0,2,,2
14342,324,143,1,,2,0,2,,-1
14400,84,229,,4,2,0,3,,1
14455,32,239,,,2,0,3,"2 Passes to Tahoe Donner Trout Creek Rec. Center.  1/2 mile away",2
14507,528,187,,,2,0,3,,1
14526,164,245,,,3,0,4,,1
14532,464,151,1,,2,0,1,,-1
14539,494,229,,,2,0,2,,2
14591,590,230,,8,2,0,3,,1
14594,32,329,,,2,0,4,,1
14611,164,129,,,1,0,3,,-1
14696,131,288,,,2,0,3,,1
14709,130,145,,,2,0,2,,-1
14799,164,115,,,2,0,2,,-1
14838,130,281,,,3,0,4,,-1
14917,2983,141,1,,2,0,2,,2
15060,194,98,,,1,1,1,,-1
15097,528,171,,,2,0,2,,1
15138,528,227,1,,2,0,3,,-1
15139,2983,252,,,3,0,3,,-1
15180,204,178,,,2,0,2,,-1
15183,129,332,,0,3,0,3,,-1
15193,48,189,,,3,0,4,,-1
15202,528,179,1,,2,0,3,,-1
15270,194,127,,6,1,0,2,,-1
15276,204,365,,,4,0,4,,1
15350,2983,203,,,2,0,3,,-1
15386,32,169,,,2,0,2,,-1
15490,206,159,,,2,0,1,,2
15494,324,156,,,2,0,3,,1
15730,204,183,,,3,0,3,,2
15745,46,103,,,1,0,1,,2
15797,46,180,,,2,0,3,,-1
15814,164,176,,4,2,0,2,,-1
15839,1146,151,,,1,1,1,,-1
15876,194,160,,,2,0,3,,1
15908,164,113,,,1,0,1,,-1
15912,206,177,,8,3,0,2,,2
15952,2983,317,,,2,0,5,,-1
15961,528,167,1,,2,0,2,,1
16004,1059,190,,8,2,0,3,,-1
16005,1059,333,,8,3,0,3,,-1
16006,1059,245,,8,4,1,4,,-1
16007,1059,395,,8,3,0,5,,-1
16008,1059,230,,8,3,1,4,,-1
16009,1059,213,,,2,1,3,,2
16010,1059,533,,8,4,1,4,,-1
16011,1059,166,,8,3,0,3,,-1
16015,1059,175,,8,2,0,4,,-1
16018,1059,147,,8,2,0,3,,-1
16019,1059,340,,8,3,0,4,,-1
16020,1059,332,,8,3,0,3,,-1
16030,1059,204,,,3,1,3,,-1
16031,1059,221,,8,3,0,4,,-1
16057,164,295,,,3,1,4,,-1
16086,130,275,1,,2,0,4,,-1
16089,194,108,,,1,0,1,,-1
16100,204,245,,,2,1,2,,1
16116,164,113,,,1,0,2,,-1
16143,164,168,,,2,0,3,,1
16219,528,262,,,3,0,3,You'll find the ocean cliffs and trails within a five-minute walk from the home.,1
16224,204,253,,,2,0,3,,1
16230,118,287,,6,2,0,3,A short walk down Lake Avenue will take you past the Santa Cruz Harbor and to Twin Lakes State Beach.,1
16235,96,331,,,2,0,3,Beach is located directly in front of the home. To access simple walk outside and you are on beach.,-1
16239,96,397,,8,2,0,3,,-1
16242,164,168,,,2,0,3,,1
16255,164,106,1,,1,0,1,,-1
16267,32,152,,,2,0,2,,2
16269,32,159,,,2,0,3,,2
16274,1146,156,1,2,1,0,1,,-1
16275,224,170,,,2,0,3,,1
16436,32,368,,,4,1,5,,2
16437,528,208,,,2,0,2,,1
16459,204,329,,,4,0,4,,1
16492,822,256,,,2,0,3,"You can drive down to the beach via the road located two homes to the south. That accesses a road that drops down to parking on a rocky point called Preston Island. Going north the widest part of the beach is after the housing development ends and a large wetlands area opens on the inland side of the road. Large drift logs dot the shoreline here and huge rocks are seen offshore.
Castle Rock National Wildlife Refuge is a great offshore bird and sea lion watching spot and it’s best viewed from northern Pebble Beach. Continuing north there are more roadside parking areas with hiking trails on the bluff and eventually the road ends at Point Saint George.",-1
16507,157,345,,,3,0,3,,-1
16508,306,252,,,1,0,1,,-1
16533,204,209,,,2,0,3,,1
16550,32,210,,,2,0,3,,2
16620,204,208,,,3,0,3,,2
16621,96,210,,,1,0,2,,-1
16624,96,210,,,1,0,1,,-1
16627,32,222,,,2,0,3,,2
16654,206,179,,,2,0,2,,2
16676,130,278,,,3,0,4,Private - gated beach access is just steps away across the street from the home (there are stairs down to the sand).,1
16772,194,149,,,1,0,3,,-1
16776,32,175,,,2,0,4,,2
16786,48,328,,,3,0,4,,1
